Epoch,Loss
24,37.74626387988774
25,37.21147079524681
26,36.66214884301637
27,35.976074547163044
28,35.425939902275424
29,35.4547625403736
30,35.192210828578276
31,35.01880380187579
32,34.94475567960175
33,35.13203556096756
34,34.996566939947805
35,35.00448991881793
36,34.86501913079252
37,34.5852570517087
38,34.43386159812304
39,34.250971724040184
40,34.13497905158484
41,39.062453028968086
42,38.97850325404274
43,38.85868856690857
44,38.83184066763433
45,38.752469045172106
46,38.924446179832955
47,38.78570887222621
48,38.6901278552545
49,38.57199363171322
50,38.66329961379862
51,38.56623682853931
52,38.173550520535926
53,38.09600180423136
54,38.04878180506652
55,37.98371851579328
56,37.897922640658905
57,37.84875772983993
58,37.867508067302204
59,37.85377880852808
60,37.8250581563581
61,37.791250017104524
62,37.784136513343874
63,37.7569255180882
64,37.73954367297485
65,37.772765427889695
66,37.75309641995341
67,37.735446360654876
68,37.71960581471813
69,37.70538695529584
70,37.692621985353185
71,37.681160569804504
72,37.664978882734715
73,37.65573720409769
74,37.646489528528676
75,37.63902876588739
76,37.632324999374745
77,37.626300650948714
78,37.62088619985832
79,37.61601947816268
80,37.61164468334105
81,35.381719265333956
82,35.37916781090351
83,35.37659609960589
84,35.374072805815175
85,35.37164228146875
86,35.40593958870703
87,35.40376095798846
88,35.401727086823826
89,35.39984006641251
90,35.3980981062671
91,35.39649670539913
92,35.39502955185764
93,35.39368921940357
94,35.392467673528145
95,35.39135663571085
96,35.390347842015096
97,35.38943322290987
98,35.38860502446952
99,35.38785588611748
100,35.387178886355905
101,35.386567565123045
102,35.3860159293035
103,35.385518396006866
104,35.38506991942231
105,35.384665849798154
106,35.38430192925845
107,35.38397427657199
108,35.38367936108261
109,35.38341397665579
110,35.38317521620577
111,35.38296044718799
112,35.38276728830716
113,35.38259358759114
114,35.38243740190701
115,35.38229697794175
116,35.382170734631714
117,35.38205724699824
118,35.38195523132856
119,35.381863531630195
120,35.38178110727971
121,27.669575802107417
122,27.66954703036147
123,27.669516255809043
124,27.669484741694497
125,27.669453384882345
126,27.669422811064862
127,27.66939344408735
128,27.669365557535958
129,27.669339313570305
130,27.669314792334234
131,27.66929201429303
132,27.669270957205278
133,27.66925156899798
134,27.669233777500907
135,27.66921749776725
136,27.66920263753771
137,27.66918910127719
138,27.669176793115298
139,27.66916561894739
140,27.66915548789501
141,27.669146313280102
142,27.66913801323253
143,27.66913051102358
144,27.66912373519707
145,27.669117619553212
146,27.66911210302781
147,27.669107129498972
148,27.669102647546232
149,27.669098610180555
150,27.66909497455911
151,27.66909170169514
152,27.669088756170275
153,27.66908610585461
154,27.669083721638067
155,27.669081577175582
156,27.669079648647223
157,27.669077914534185
158,27.66907635541069
159,27.669074953751625
160,27.669073693755422
161,31.73396140862492
162,31.733960952463867
163,31.73396052629227
164,31.733960130269658
165,31.733959763898014
166,31.733959426219805
167,31.733959115967984
168,31.733958831679413
169,31.733958571779738
170,31.73395833464654
171,31.73395811865553
172,31.733957922213683
173,31.733957743782504
174,31.73395758189355
175,31.73395743515822
176,31.73395730227324
177,31.733957182022813
178,31.73395707327849
179,31.733956974997305
180,31.733956886218706
181,31.733956806060682
182,31.733956733715516
183,31.733956668445085
184,31.733956609576175
185,31.733956556495812
186,31.733956508646646
187,31.73395646552259
188,31.73395642666453
189,31.733956391656463
190,31.7339563601217
191,31.73395633171941
192,31.73395630614145
193,31.733956283109354
194,31.733956262371603
195,31.733956243701158
196,31.733956226893106
197,31.733956211762596
198,31.733956198142938
199,31.733956185883848
200,31.733956174849855
